Community_Name,Country,Crop_Type,Farm_Size,Tech_Adoption_Index,Drone_Usage,Mobile_Tech,Annual_Yield,Fertilizer_Type,Irrigation,Weather_Station,Annual_Rainfall
Green Growers Coalition,Ghana,Rice,44.04,72,Yes,None,559.83,Organic,None,Yes,758.89
Mountain Farmers Group,South Africa,Maize,6.91,82,Yes,SMS,401.99,Organic,None,No,822.63
Valley Farmers Group,Kenya,Maize,47.75,71,Yes,Mobile Apps,509.51,None,Drip,No,610.99
Mountain Agri Society,Tanzania,Sorghum,52.16,67,No,SMS,249.85,Inorganic,Sprinkler,Yes,1188.48
Sunrise Cultivators Club,Nigeria,Maize,85.61,4,No,None,394.06,None,None,No,444.11
Sunrise Farmers Union,Kenya,Wheat,73.5,82,No,None,163.28,Inorganic,Sprinkler,No,686.9
Savannah Growers Coalition,Kenya,Sorghum,8.85,81,No,Mobile Apps,900.74,Organic,Sprinkler,Yes,638.16
Meadow Agri Society,Tanzania,Maize,21.71,28,Yes,SMS,278.88,None,Sprinkler,No,709.21
Savannah Growers Coalition,Nigeria,Maize,31.88,82,Yes,SMS,781.21,Inorganic,Sprinkler,No,1134.17
River Agri Society,Nigeria,Maize,12.52,5,No,SMS,414.6,Organic,Sprinkler,Yes,694.43
Sunrise Growers Coalition,Ghana,Sorghum,46.23,68,Yes,None,526.96,None,Drip,No,1133.58
River Farmers Group,Kenya,Rice,98.45,57,Yes,Mobile Apps,362.13,Inorganic,Drip,Yes,738.67
River Agri Society,South Africa,Barley,51.95,42,Yes,SMS,726.8,None,Drip,No,1083.82
Prairie Agricultural Association,Kenya,Maize,74.45,68,Yes,None,860.09,Inorganic,Sprinkler,No,817.4
Harvest Cultivators Club,South Africa,Barley,68.61,71,No,None,357.64,None,Drip,Yes,649.08
Mountain Cultivators Club,South Africa,Barley,85.14,90,Yes,SMS,318.0,None,None,No,759.48
Prairie Agricultural Association,Tanzania,Maize,22.36,36,Yes,Mobile Apps,713.3,Inorganic,Sprinkler,No,739.5
River Farmers Group,Kenya,Maize,75.63,57,Yes,Mobile Apps,275.64,None,None,No,607.93
Harvest Agricultural Association,Tanzania,Barley,88.25,36,Yes,SMS,675.86,None,Sprinkler,No,631.71
Golden Farmers Union,Ghana,Rice,17.98,81,No,None,184.99,Organic,Sprinkler,No,549.16
River Agricultural Association,South Africa,Barley,35.33,25,Yes,None,658.12,Inorganic,Sprinkler,Yes,668.8
River Agri Society,Nigeria,Rice,97.04,41,Yes,SMS,562.07,None,Sprinkler,No,899.52
Harvest Agri Society,South Africa,Wheat,78.3,15,No,None,202.52,Inorganic,None,Yes,709.25
Prairie Farmers Union,Ghana,Rice,28.98,21,No,None,684.19,None,Sprinkler,No,969.86
Harvest Farmers Union,South Africa,Sorghum,56.83,22,No,SMS,501.9,Inorganic,Sprinkler,No,1189.58
Savannah Agri Society,Tanzania,Maize,41.03,46,No,None,295.4,Inorganic,Drip,Yes,701.68
Prairie Growers Coalition,Kenya,Wheat,49.51,66,No,SMS,418.05,Organic,Sprinkler,No,770.11
Savannah Farmers Group,Nigeria,Barley,36.16,2,No,SMS,542.89,Organic,Sprinkler,No,531.29
Valley Growers Coalition,Tanzania,Rice,28.65,11,Yes,SMS,182.4,Inorganic,Sprinkler,No,713.77
Green Agri Society,Kenya,Wheat,67.8,22,Yes,None,961.85,None,Sprinkler,No,981.47
Savannah Farmers Group,Nigeria,Sorghum,78.08,10,No,SMS,699.01,Inorganic,Sprinkler,Yes,573.92
Mountain Agricultural Association,Ghana,Rice,87.52,51,Yes,None,192.28,None,Sprinkler,Yes,545.64
Green Farmers Union,South Africa,Barley,16.38,49,Yes,SMS,840.58,Inorganic,None,No,701.1
Mountain Agri Society,Nigeria,Barley,82.46,56,Yes,Mobile Apps,390.3,Organic,None,Yes,1054.92
River Agricultural Association,Ghana,Rice,26.23,63,Yes,None,637.12,Organic,Sprinkler,Yes,898.93
Harvest Agricultural Association,Kenya,Sorghum,43.31,45,Yes,None,349.43,None,None,No,1166.06
Savannah Cultivators Club,Nigeria,Maize,90.24,28,No,None,760.07,Inorganic,Drip,No,1123.63
Golden Farmers Group,Ghana,Maize,46.0,69,Yes,Mobile Apps,750.71,None,Drip,Yes,520.91
River Farmers Group,Kenya,Barley,20.51,45,Yes,SMS,596.84,Organic,Sprinkler,Yes,434.04
Prairie Farmers Group,Tanzania,Sorghum,16.83,15,No,Mobile Apps,316.83,Inorganic,Sprinkler,Yes,719.28
Harvest Agricultural Association,South Africa,Barley,47.83,97,Yes,SMS,328.33,Organic,None,Yes,817.66
Golden Agri Society,Ghana,Maize,76.5,50,Yes,SMS,444.58,Organic,Drip,Yes,812.46
River Growers Coalition,Tanzania,Barley,99.72,100,Yes,SMS,230.51,Inorganic,Sprinkler,Yes,507.29
Sunrise Agri Society,Kenya,Rice,78.95,10,Yes,SMS,403.89,None,Drip,No,499.85
Harvest Agri Society,Nigeria,Rice,87.82,10,Yes,SMS,715.92,Inorganic,None,No,437.49
Valley Cultivators Club,South Africa,Sorghum,75.04,62,Yes,Mobile Apps,847.76,Organic,Sprinkler,Yes,1080.69
Valley Cultivators Club,Kenya,Maize,89.65,52,No,None,399.32,Organic,Sprinkler,No,1158.2
Mountain Growers Coalition,Ghana,Sorghum,8.55,88,Yes,Mobile Apps,310.23,Organic,Sprinkler,No,492.55
River Growers Coalition,South Africa,Sorghum,93.06,57,No,None,849.38,Organic,Drip,Yes,570.5
Sunrise Farmers Union,Tanzania,Maize,40.24,18,No,None,901.63,None,None,Yes,471.89
Sunrise Growers Coalition,South Africa,Wheat,92.24,31,Yes,None,469.02,Inorganic,Drip,Yes,1102.0
River Cultivators Club,Tanzania,Wheat,8.5,49,Yes,Mobile Apps,124.21,Inorganic,Drip,No,1166.97
Harvest Agri Society,Kenya,Barley,71.81,71,Yes,SMS,725.47,None,Sprinkler,Yes,609.44
Savannah Farmers Union,Nigeria,Wheat,73.83,54,No,SMS,805.63,None,None,No,642.87
Harvest Farmers Union,South Africa,Rice,99.69,75,No,None,116.22,Organic,None,No,690.14
Mountain Growers Coalition,Nigeria,Sorghum,77.12,40,No,SMS,635.53,Inorganic,Sprinkler,Yes,801.97
Harvest Cultivators Club,Nigeria,Barley,38.87,98,Yes,SMS,629.53,Inorganic,None,No,945.97
Prairie Growers Coalition,South Africa,Sorghum,56.17,69,No,Mobile Apps,440.84,Inorganic,Sprinkler,Yes,803.51
Sunrise Agri Society,South Africa,Maize,37.29,20,Yes,SMS,774.79,None,Sprinkler,Yes,1160.8
Savannah Farmers Group,Nigeria,Wheat,20.41,25,Yes,SMS,485.36,Organic,None,No,479.91
Valley Growers Coalition,Ghana,Maize,25.6,0,No,Mobile Apps,709.1,Organic,None,Yes,1038.88
Valley Agri Society,Ghana,Barley,22.98,80,No,SMS,565.41,Inorganic,None,Yes,667.59
Valley Farmers Group,South Africa,Rice,55.33,98,Yes,None,323.62,Organic,None,Yes,702.04
Valley Agricultural Association,Nigeria,Wheat,90.71,26,No,Mobile Apps,645.85,None,Drip,Yes,967.06
Harvest Farmers Union,Nigeria,Maize,91.36,49,No,SMS,763.22,None,Sprinkler,Yes,1143.5
Prairie Farmers Group,Kenya,Wheat,6.42,65,Yes,SMS,976.52,Inorganic,Sprinkler,Yes,972.96
Sunrise Agri Society,Nigeria,Sorghum,8.91,99,No,Mobile Apps,442.1,Organic,Sprinkler,No,1020.69
Mountain Farmers Union,Ghana,Rice,25.27,64,No,None,158.03,None,Sprinkler,Yes,1000.62
Green Growers Coalition,Kenya,Wheat,26.25,9,Yes,Mobile Apps,989.17,None,Drip,No,656.78
Meadow Cultivators Club,Ghana,Rice,10.39,94,Yes,None,661.43,None,None,Yes,1005.54
Valley Cultivators Club,Tanzania,Sorghum,39.46,36,No,Mobile Apps,951.81,None,None,Yes,1027.62
Green Farmers Group,South Africa,Sorghum,59.18,68,No,SMS,193.44,Organic,None,No,826.72
Meadow Agri Society,Tanzania,Maize,58.24,40,No,Mobile Apps,407.83,None,Sprinkler,No,829.4
Savannah Farmers Group,South Africa,Barley,54.8,45,Yes,Mobile Apps,220.54,None,Drip,Yes,1007.78
Harvest Agri Society,Ghana,Maize,34.53,76,No,None,851.96,Organic,Drip,Yes,1053.62
Mountain Growers Coalition,Ghana,Rice,70.94,44,Yes,Mobile Apps,892.31,Inorganic,None,No,669.76
Harvest Growers Coalition,Tanzania,Maize,82.82,87,Yes,None,551.18,Inorganic,Sprinkler,No,1041.25
Valley Growers Coalition,South Africa,Wheat,35.28,26,Yes,Mobile Apps,267.95,None,None,No,1051.37
Mountain Growers Coalition,South Africa,Maize,9.47,64,Yes,SMS,214.41,Inorganic,Sprinkler,No,587.3
Sunrise Farmers Union,Kenya,Barley,30.34,83,No,Mobile Apps,629.35,Organic,None,Yes,973.56
Mountain Growers Coalition,Nigeria,Barley,14.6,7,No,SMS,555.74,None,None,No,549.23
Harvest Cultivators Club,Kenya,Rice,47.27,66,No,None,725.31,Organic,Drip,Yes,474.44
Golden Agri Society,Ghana,Sorghum,16.44,48,No,None,374.69,Inorganic,Sprinkler,No,859.63
River Farmers Union,Tanzania,Barley,46.82,95,No,None,462.13,Inorganic,Drip,Yes,1126.92
Harvest Growers Coalition,South Africa,Rice,22.88,88,Yes,None,119.22,None,Drip,No,428.37
Harvest Farmers Group,Kenya,Barley,74.13,88,Yes,Mobile Apps,649.13,Inorganic,None,Yes,1061.2
Prairie Agricultural Association,Tanzania,Barley,3.73,13,No,Mobile Apps,480.83,None,Sprinkler,No,805.18
Prairie Agricultural Association,Tanzania,Sorghum,55.92,61,No,Mobile Apps,927.79,None,Sprinkler,No,1088.72
Green Agri Society,Nigeria,Wheat,17.78,42,No,SMS,677.61,Organic,None,No,1074.78
River Farmers Group,South Africa,Rice,1.1,26,No,Mobile Apps,458.83,Inorganic,None,No,1100.23
Mountain Agricultural Association,Tanzania,Barley,87.05,95,Yes,SMS,337.23,Inorganic,None,Yes,1015.1
Savannah Farmers Group,South Africa,Barley,67.48,26,No,SMS,914.76,None,Sprinkler,No,1074.39
Valley Growers Coalition,Kenya,Maize,10.8,67,Yes,Mobile Apps,114.64,None,None,No,540.82
Mountain Cultivators Club,Tanzania,Wheat,66.74,74,Yes,SMS,394.22,None,None,No,643.08
Valley Growers Coalition,Tanzania,Sorghum,61.55,47,No,None,949.16,None,Drip,Yes,593.99
River Farmers Group,Kenya,Rice,47.86,66,Yes,Mobile Apps,688.63,Organic,None,Yes,993.94
Harvest Farmers Group,South Africa,Barley,42.51,24,No,Mobile Apps,579.45,Inorganic,None,No,522.91
Mountain Cultivators Club,South Africa,Rice,88.82,63,Yes,SMS,283.18,Organic,Sprinkler,Yes,545.78
Harvest Farmers Union,Tanzania,Sorghum,25.27,23,Yes,Mobile Apps,850.04,Inorganic,None,Yes,1103.17
River Cultivators Club,Kenya,Wheat,40.43,8,Yes,Mobile Apps,283.78,Organic,Sprinkler,Yes,964.71
Golden Farmers Group,Ghana,Maize,33.58,7,Yes,SMS,323.43,None,Drip,No,1100.3
Green Farmers Union,South Africa,Wheat,77.35,94,Yes,Mobile Apps,272.67,Organic,Drip,Yes,511.48
Mountain Farmers Group,Ghana,Maize,91.73,58,No,Mobile Apps,242.33,Organic,Sprinkler,Yes,719.18
Harvest Agricultural Association,Tanzania,Rice,85.13,16,Yes,Mobile Apps,957.98,None,None,No,626.52
Valley Cultivators Club,Ghana,Wheat,79.97,42,No,SMS,641.83,None,Sprinkler,No,407.74
Sunrise Farmers Union,Ghana,Wheat,98.69,94,No,Mobile Apps,674.05,Inorganic,None,No,627.62
Sunrise Growers Coalition,South Africa,Wheat,70.02,67,Yes,Mobile Apps,958.89,Inorganic,None,Yes,703.67
Green Farmers Union,Tanzania,Sorghum,75.35,3,No,Mobile Apps,307.52,Organic,None,No,473.78
River Growers Coalition,Ghana,Rice,98.3,100,Yes,None,105.33,Organic,Sprinkler,Yes,853.19
Savannah Cultivators Club,South Africa,Maize,1.69,7,No,Mobile Apps,639.0,Organic,Drip,Yes,706.54
Green Agri Society,Ghana,Wheat,63.77,41,No,SMS,557.06,None,Sprinkler,No,437.17
Green Cultivators Club,South Africa,Rice,74.16,48,Yes,None,529.89,Inorganic,None,No,963.18
Harvest Agricultural Association,Tanzania,Sorghum,91.86,5,No,SMS,155.69,Organic,Sprinkler,No,983.42
Savannah Cultivators Club,Kenya,Sorghum,88.5,72,No,Mobile Apps,508.99,Inorganic,Drip,No,1067.58
Harvest Growers Coalition,South Africa,Rice,84.35,41,No,Mobile Apps,358.8,Inorganic,Sprinkler,No,788.43
Harvest Cultivators Club,South Africa,Maize,94.63,71,Yes,Mobile Apps,347.11,None,Drip,No,1174.93
Savannah Agri Society,Ghana,Rice,54.2,31,No,None,300.14,None,Drip,Yes,1131.25
Harvest Agri Society,Tanzania,Rice,1.69,14,No,Mobile Apps,399.28,Organic,None,No,841.08
Prairie Farmers Union,Nigeria,Barley,2.09,81,Yes,SMS,417.82,Organic,Drip,Yes,755.96
Sunrise Agri Society,Nigeria,Sorghum,54.92,86,No,None,377.9,Organic,Sprinkler,Yes,402.43
River Cultivators Club,Kenya,Maize,44.09,68,Yes,SMS,980.88,Organic,Sprinkler,Yes,968.8
Mountain Agri Society,Tanzania,Barley,45.67,26,No,SMS,939.46,Organic,None,Yes,851.96
Mountain Farmers Group,South Africa,Rice,40.64,96,No,SMS,617.06,Inorganic,Sprinkler,Yes,1150.04
Meadow Farmers Group,Nigeria,Sorghum,91.85,65,No,SMS,982.95,Inorganic,None,Yes,875.39
Green Agri Society,Kenya,Barley,36.56,58,Yes,SMS,992.08,None,Sprinkler,No,1194.28
Green Growers Coalition,Tanzania,Barley,85.77,27,No,Mobile Apps,420.35,None,Sprinkler,Yes,1083.06
Sunrise Growers Coalition,Kenya,Maize,90.38,23,Yes,SMS,500.67,Inorganic,Drip,Yes,1162.88
Savannah Farmers Group,Nigeria,Rice,50.45,50,Yes,SMS,963.16,None,Drip,Yes,662.13
Golden Growers Coalition,Ghana,Maize,45.25,20,No,Mobile Apps,647.76,None,Drip,No,519.47
Green Agri Society,Ghana,Barley,76.34,30,No,None,291.64,Organic,Sprinkler,Yes,1037.5
Meadow Agri Society,Tanzania,Barley,71.09,74,Yes,Mobile Apps,720.44,None,None,Yes,1028.96
Prairie Growers Coalition,Kenya,Maize,33.52,49,No,None,285.17,None,None,No,569.16
Savannah Farmers Union,South Africa,Barley,11.15,91,No,SMS,405.42,None,None,No,1011.8
Golden Growers Coalition,Nigeria,Wheat,27.22,39,No,Mobile Apps,304.8,Inorganic,Drip,No,865.58
Prairie Cultivators Club,Ghana,Sorghum,13.97,67,No,None,320.48,Inorganic,Sprinkler,Yes,487.62
Green Cultivators Club,Ghana,Rice,30.18,15,Yes,None,104.19,Organic,Drip,No,801.43
Harvest Farmers Union,Kenya,Sorghum,26.92,75,No,Mobile Apps,892.64,None,Sprinkler,No,1144.91
Mountain Agri Society,Ghana,Rice,64.13,85,Yes,Mobile Apps,366.39,Inorganic,Sprinkler,No,805.17
Harvest Growers Coalition,Kenya,Barley,95.5,98,Yes,Mobile Apps,177.74,Organic,Sprinkler,Yes,1030.96
Mountain Agricultural Association,Nigeria,Maize,68.89,62,Yes,Mobile Apps,178.29,None,Drip,No,423.13
Prairie Agricultural Association,Kenya,Maize,92.74,55,Yes,Mobile Apps,600.42,Organic,Sprinkler,Yes,982.47
Savannah Farmers Group,Ghana,Barley,78.63,79,Yes,SMS,993.63,Organic,Drip,Yes,1157.47
River Farmers Union,Kenya,Rice,73.06,23,Yes,SMS,230.52,None,Drip,No,799.62
Mountain Farmers Union,Ghana,Barley,41.99,98,Yes,Mobile Apps,189.66,Inorganic,Sprinkler,Yes,670.17
Meadow Growers Coalition,Tanzania,Rice,33.15,27,No,Mobile Apps,494.47,None,Sprinkler,Yes,917.32
Prairie Growers Coalition,Ghana,Barley,84.78,92,No,SMS,607.0,None,Sprinkler,Yes,1133.01
Harvest Agricultural Association,Ghana,Barley,90.63,84,Yes,None,364.94,None,Drip,No,541.42
Sunrise Agricultural Association,Ghana,Barley,45.74,88,No,SMS,372.27,Inorganic,Sprinkler,Yes,722.96
Valley Agri Society,Tanzania,Maize,1.9,30,No,Mobile Apps,482.03,None,Sprinkler,No,525.03
Sunrise Agricultural Association,South Africa,Rice,79.46,14,No,None,382.73,Inorganic,None,Yes,797.32
Mountain Cultivators Club,Ghana,Barley,29.22,41,No,Mobile Apps,923.8,Organic,None,No,832.34
Harvest Growers Coalition,South Africa,Sorghum,1.98,98,Yes,None,137.76,Inorganic,None,Yes,1155.36
Green Farmers Union,Nigeria,Sorghum,80.69,49,No,Mobile Apps,311.11,Organic,Sprinkler,Yes,730.01
Mountain Agricultural Association,Kenya,Maize,52.22,85,Yes,SMS,827.7,Organic,Drip,No,853.57
Savannah Growers Coalition,South Africa,Wheat,68.84,4,No,Mobile Apps,850.56,None,None,Yes,1108.21
Sunrise Farmers Union,Nigeria,Maize,91.55,47,No,SMS,200.4,Inorganic,Drip,No,657.12
Harvest Agri Society,Kenya,Wheat,54.58,12,Yes,None,976.39,Organic,None,No,939.33
River Agricultural Association,Ghana,Maize,50.82,31,Yes,SMS,724.02,Organic,None,Yes,1005.73
Valley Cultivators Club,Ghana,Sorghum,29.78,66,Yes,None,345.33,Inorganic,Drip,No,664.42
Golden Farmers Group,Ghana,Barley,31.21,78,No,Mobile Apps,510.43,Inorganic,None,Yes,531.47
Savannah Agricultural Association,Tanzania,Rice,79.86,90,No,SMS,367.42,Organic,Drip,No,802.33
Harvest Agricultural Association,Tanzania,Barley,45.45,90,No,None,235.02,Organic,Sprinkler,No,685.44
Sunrise Growers Coalition,Tanzania,Sorghum,17.19,29,Yes,None,362.06,Inorganic,Sprinkler,No,613.17
Mountain Agri Society,Tanzania,Rice,10.36,5,Yes,None,622.08,Inorganic,Drip,Yes,1178.74
Valley Farmers Union,Nigeria,Wheat,47.82,24,Yes,None,843.37,Organic,Drip,Yes,801.72
Mountain Agri Society,Nigeria,Wheat,47.03,27,Yes,Mobile Apps,427.18,None,Sprinkler,Yes,1085.18
Mountain Farmers Group,Ghana,Sorghum,65.69,61,Yes,Mobile Apps,413.11,Inorganic,Drip,Yes,556.25
River Farmers Group,Kenya,Rice,47.64,21,No,Mobile Apps,521.2,Organic,Sprinkler,No,1151.55
Sunrise Growers Coalition,Tanzania,Barley,15.2,67,Yes,None,680.1,Organic,Sprinkler,Yes,1035.55
Mountain Agricultural Association,Kenya,Sorghum,51.27,14,Yes,Mobile Apps,776.45,None,Drip,Yes,1046.95
Prairie Growers Coalition,Nigeria,Wheat,90.77,25,No,None,394.12,Inorganic,None,No,711.81
River Cultivators Club,Tanzania,Sorghum,16.78,62,Yes,None,627.72,Organic,Drip,Yes,788.51
Sunrise Agri Society,Nigeria,Barley,69.29,17,Yes,None,450.42,None,Sprinkler,Yes,874.68
Savannah Farmers Union,Nigeria,Maize,59.79,72,Yes,SMS,744.76,Inorganic,None,No,1031.81
Green Farmers Union,South Africa,Maize,75.11,62,Yes,Mobile Apps,248.21,None,None,Yes,1079.25
Mountain Growers Coalition,Nigeria,Barley,15.91,61,No,Mobile Apps,331.23,Organic,Sprinkler,Yes,462.44
Sunrise Agricultural Association,Ghana,Rice,94.22,67,Yes,SMS,483.45,None,None,Yes,1123.25
Golden Farmers Union,Nigeria,Sorghum,62.48,47,No,SMS,900.47,Organic,None,Yes,1150.0
Golden Cultivators Club,Tanzania,Barley,84.86,49,Yes,SMS,615.99,Organic,Drip,Yes,874.31
Mountain Farmers Group,Ghana,Maize,25.41,62,No,SMS,968.86,None,Sprinkler,No,549.4
Green Agricultural Association,Nigeria,Wheat,74.2,68,No,None,192.95,None,None,Yes,1054.73
Golden Agri Society,Ghana,Barley,78.32,5,Yes,Mobile Apps,514.16,Organic,Sprinkler,Yes,838.87
Green Growers Coalition,Nigeria,Barley,40.35,57,No,Mobile Apps,477.17,None,Drip,Yes,1053.76
Meadow Growers Coalition,Ghana,Barley,39.01,50,No,Mobile Apps,640.19,Inorganic,Drip,Yes,1051.85
Sunrise Growers Coalition,Kenya,Maize,66.12,11,No,None,830.77,Inorganic,Drip,Yes,469.38
Sunrise Agricultural Association,South Africa,Maize,10.25,94,Yes,Mobile Apps,857.3,None,None,Yes,885.62
Golden Cultivators Club,Ghana,Barley,73.83,46,No,SMS,703.18,None,Drip,Yes,786.52
Meadow Growers Coalition,Tanzania,Barley,5.25,8,No,Mobile Apps,677.38,Inorganic,Sprinkler,Yes,1156.9
Mountain Farmers Union,South Africa,Rice,19.87,6,No,Mobile Apps,954.13,Organic,Drip,No,637.31
River Agricultural Association,South Africa,Wheat,66.75,28,Yes,None,445.32,Organic,None,Yes,564.8
Valley Agri Society,Nigeria,Sorghum,10.73,77,Yes,SMS,849.5,Inorganic,Drip,Yes,1117.67
Mountain Cultivators Club,Ghana,Sorghum,97.21,50,No,SMS,929.35,Organic,None,Yes,518.97
Mountain Farmers Union,South Africa,Sorghum,86.97,83,No,SMS,542.39,None,Sprinkler,No,949.22
Mountain Agricultural Association,Tanzania,Maize,63.0,54,Yes,Mobile Apps,756.19,None,Drip,Yes,640.02
Valley Agri Society,Tanzania,Maize,82.09,95,No,SMS,439.32,Inorganic,Drip,No,854.28
Savannah Growers Coalition,Tanzania,Rice,88.87,58,Yes,SMS,242.99,Inorganic,Sprinkler,Yes,892.98
Valley Farmers Group,Nigeria,Maize,26.69,55,No,Mobile Apps,627.85,Inorganic,Sprinkler,Yes,733.9
Sunrise Farmers Union,Kenya,Barley,85.09,21,No,None,276.82,Inorganic,None,Yes,1179.97
Green Farmers Group,Ghana,Wheat,20.28,99,Yes,Mobile Apps,511.84,Organic,Drip,Yes,505.47
Valley Farmers Group,South Africa,Wheat,41.92,17,Yes,None,885.59,Organic,Drip,No,713.12
Green Growers Coalition,Ghana,Wheat,56.27,57,No,None,177.42,Organic,Drip,No,744.32
Savannah Farmers Union,South Africa,Wheat,71.68,39,Yes,SMS,127.39,None,Drip,Yes,904.84
Valley Growers Coalition,Nigeria,Sorghum,3.98,88,No,SMS,645.83,None,Sprinkler,Yes,725.81
Sunrise Cultivators Club,Ghana,Sorghum,29.76,30,No,Mobile Apps,397.96,Inorganic,Drip,Yes,477.63
Green Agri Society,Nigeria,Barley,61.24,55,Yes,None,476.14,Inorganic,Drip,Yes,1157.94
Sunrise Agri Society,Nigeria,Rice,36.38,34,No,Mobile Apps,465.14,Organic,Drip,No,732.86
Mountain Cultivators Club,Ghana,Maize,77.73,25,No,SMS,177.96,Organic,None,Yes,674.14
Harvest Cultivators Club,Ghana,Maize,65.51,67,Yes,None,103.21,Organic,None,No,757.38
Golden Growers Coalition,South Africa,Sorghum,24.21,83,No,SMS,908.58,Inorganic,None,No,573.28
Sunrise Growers Coalition,Tanzania,Wheat,15.45,33,No,SMS,296.02,Organic,Sprinkler,No,480.18
Savannah Cultivators Club,Nigeria,Barley,63.28,75,No,SMS,483.47,Inorganic,Sprinkler,Yes,518.86
Meadow Cultivators Club,Kenya,Rice,45.6,15,No,None,974.73,Inorganic,Sprinkler,Yes,533.32
Green Farmers Group,South Africa,Sorghum,17.73,41,Yes,None,844.09,None,Drip,No,558.14
Golden Agricultural Association,South Africa,Barley,33.31,4,No,SMS,197.14,None,Drip,No,735.97
Sunrise Agricultural Association,Tanzania,Barley,31.0,60,No,None,557.67,Inorganic,Sprinkler,No,899.12
Prairie Agri Society,Tanzania,Sorghum,11.71,43,No,SMS,757.07,Organic,None,Yes,903.11
Valley Farmers Union,Nigeria,Barley,55.14,34,No,SMS,728.55,Inorganic,Drip,Yes,400.08
Meadow Farmers Union,South Africa,Wheat,76.6,90,Yes,SMS,784.76,Inorganic,None,No,1136.77
Mountain Farmers Union,South Africa,Barley,57.97,0,Yes,None,511.71,Inorganic,Drip,Yes,1058.28
Green Agricultural Association,Kenya,Rice,82.8,97,Yes,Mobile Apps,258.33,Inorganic,Drip,Yes,1171.15
Golden Agricultural Association,Nigeria,Barley,13.63,42,No,Mobile Apps,518.39,None,None,Yes,687.99
Harvest Agri Society,Nigeria,Maize,44.13,31,No,None,683.1,None,Sprinkler,No,931.84
Prairie Farmers Union,Tanzania,Barley,61.33,62,Yes,None,647.73,Inorganic,None,Yes,534.42
Green Agri Society,Nigeria,Sorghum,67.92,32,Yes,SMS,163.47,None,Sprinkler,Yes,1053.63
Golden Growers Coalition,Kenya,Maize,69.88,94,No,SMS,158.46,None,Sprinkler,No,529.09
Harvest Growers Coalition,Nigeria,Sorghum,73.17,76,Yes,Mobile Apps,968.73,Organic,Drip,No,660.79
Meadow Growers Coalition,Ghana,Rice,65.49,65,No,SMS,236.62,None,Drip,Yes,792.67
Meadow Growers Coalition,Ghana,Wheat,10.33,29,No,Mobile Apps,365.02,None,Drip,No,875.63
Golden Cultivators Club,Kenya,Rice,69.84,9,No,Mobile Apps,790.87,Inorganic,Sprinkler,No,847.71
Prairie Farmers Group,Tanzania,Maize,72.75,22,No,None,468.71,None,Sprinkler,Yes,481.68
Prairie Farmers Union,South Africa,Wheat,99.35,96,No,None,263.32,None,None,No,737.34
Sunrise Farmers Union,Nigeria,Barley,69.64,38,No,None,520.51,None,Drip,No,1138.33
Harvest Farmers Group,Tanzania,Maize,69.0,44,No,Mobile Apps,612.05,Inorganic,Drip,Yes,1097.89
Savannah Agricultural Association,Tanzania,Wheat,51.97,28,No,None,507.49,Inorganic,Sprinkler,Yes,872.63
Valley Growers Coalition,Nigeria,Sorghum,86.92,29,Yes,Mobile Apps,927.05,None,Drip,Yes,857.86
Valley Agri Society,South Africa,Wheat,99.69,33,Yes,None,356.23,Inorganic,Sprinkler,No,489.34
Meadow Agricultural Association,Nigeria,Sorghum,78.13,51,Yes,Mobile Apps,695.2,Inorganic,None,Yes,560.21
Savannah Agricultural Association,South Africa,Sorghum,61.64,80,Yes,SMS,201.07,Organic,None,No,602.11
Mountain Farmers Group,Kenya,Wheat,8.82,21,No,SMS,453.06,None,Drip,Yes,790.56
Mountain Farmers Group,South Africa,Rice,72.95,4,Yes,Mobile Apps,766.89,Organic,None,Yes,985.08
Valley Agricultural Association,Tanzania,Rice,71.15,10,Yes,Mobile Apps,302.34,None,Drip,No,768.58
Sunrise Farmers Group,Kenya,Sorghum,77.78,85,No,SMS,630.79,None,Drip,No,500.85
Golden Agri Society,Ghana,Maize,13.33,31,Yes,Mobile Apps,238.09,Organic,Sprinkler,Yes,751.48
Prairie Farmers Union,Kenya,Wheat,65.72,23,Yes,Mobile Apps,192.43,Organic,Sprinkler,No,530.11
Valley Cultivators Club,South Africa,Maize,30.28,10,Yes,SMS,570.91,None,Drip,Yes,1000.92
Harvest Agricultural Association,Kenya,Rice,76.27,10,Yes,Mobile Apps,707.51,Organic,None,No,533.2
Meadow Agri Society,Kenya,Maize,24.8,16,No,None,202.03,Organic,None,Yes,786.03
Green Farmers Union,Ghana,Barley,68.71,31,Yes,SMS,926.0,Inorganic,Drip,Yes,954.73
Valley Farmers Group,South Africa,Barley,30.2,82,Yes,None,303.2,None,Drip,No,582.56
River Growers Coalition,Tanzania,Rice,1.89,26,Yes,Mobile Apps,207.98,Inorganic,None,Yes,460.82
Green Agricultural Association,Kenya,Maize,63.7,31,Yes,Mobile Apps,282.43,None,None,Yes,850.64
River Agricultural Association,Nigeria,Wheat,12.21,60,No,None,252.62,Inorganic,Sprinkler,No,443.36
Sunrise Agri Society,Tanzania,Rice,66.27,24,No,Mobile Apps,181.61,None,Sprinkler,No,870.21
Savannah Farmers Union,Kenya,Barley,92.64,63,Yes,Mobile Apps,818.06,Inorganic,None,Yes,1002.8
Valley Agricultural Association,Tanzania,Rice,96.96,63,No,None,545.98,None,Sprinkler,No,663.45
